,id,degreeType,major,earlyCareerMedianPay,midCareerMedianPay,fiveToTenYearMedianPay,tenToTwentyYearMedianPay,twentyPlusYearMedianPay,percentHighMeaning,year,url,rank,tie
624,4279,Bachelors,Animal Science & Management,44200,71800,51600.0,67400.0,81100.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Animal_Science_%26_Management/Salary,625,False
625,4280,Bachelors,SocialStudies,45800,71700,56600.0,68700.0,78400.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_SocialStudies/Salary,626,False
626,4281,Bachelors,Human Resources Development,48600,71600,63800.0,71100.0,73100.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Human_Resources_Development/Salary,627,True
627,4282,Bachelors,Speech Pathology & Audiology,44100,71600,51400.0,66800.0,78300.0,0.78,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Speech_Pathology_%26_Audiology/Salary,627,True
628,4283,Bachelors,Clinical Laboratory Science,55100,71500,61500.0,69600.0,74600.0,0.83,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Clinical_Laboratory_Science/Salary,629,True
629,4284,Bachelors,Forensic Science,46000,71500,55600.0,71400.0,,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Forensic_Science/Salary,629,True
630,4285,Bachelors,Health Administration,42700,71500,54300.0,62900.0,80800.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Health_Administration/Salary,629,True
631,4286,Bachelors,Geomatics,52300,71400,66700.0,,,0.7,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geomatics/Salary,632,True
632,4288,Bachelors,Media Communication,47000,71400,59900.0,69800.0,81400.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Media_Communication/Salary,632,True
633,4289,Bachelors,Health Management,45100,71300,59400.0,68300.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Health_Management/Salary,634,True
634,4299,Bachelors,Commercial Photography,43800,71300,56100.0,68400.0,78100.0,0.23,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Commercial_Photography/Salary,634,True
635,4290,Bachelors,Fashion Design & Marketing,45300,71100,61900.0,70400.0,,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Fashion_Design_%26_Marketing/Salary,636,True
636,4291,Bachelors,Mass Media,40300,71100,54000.0,69800.0,76300.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mass_Media/Salary,636,True
637,4292,Bachelors,Medical Technology,56500,71000,63000.0,67400.0,73800.0,0.81,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Medical_Technology/Salary,638,False
638,4293,Bachelors,Respiratory Therapy,54500,70900,62000.0,67100.0,74300.0,0.82,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Respiratory_Therapy/Salary,639,False
639,4294,Bachelors,Theater,44600,70700,57800.0,70500.0,71200.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Theater/Salary,640,False
640,4295,Bachelors,Forensic Psychology,43000,70600,46800.0,70000.0,,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Forensic_Psychology/Salary,641,True
641,4296,Bachelors,Kinesiology,44800,70600,58800.0,70100.0,77600.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Kinesiology/Salary,641,True
642,4297,Bachelors,Performing Arts,45700,70500,52300.0,,,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Performing_Arts/Salary,643,True
643,4298,Bachelors,Psychology & Social Behavior,45800,70500,56200.0,,,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Psychology_%26_Social_Behavior/Salary,643,True
644,4287,Bachelors,Religion,44400,70500,55100.0,69300.0,77000.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Religion/Salary,643,True
645,4276,Bachelors,Radio & Television,43100,70500,57500.0,69600.0,75800.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Radio_%26_Television/Salary,643,True
646,4275,Bachelors,Technology Teacher Education,47700,70400,61000.0,70700.0,,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Technology_Teacher_Education/Salary,647,False
647,4251,Bachelors,Educational Studies (ED),40300,70200,50800.0,70200.0,70300.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Educational_Studies_(ED)/Salary,648,True
648,4252,Bachelors,Music,44300,70200,57100.0,68400.0,75100.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Music/Salary,648,True
649,4261,Bachelors,Business Leadership,50100,70200,,,,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Leadership/Salary,648,True
650,4253,Bachelors,Drafting & Design,51000,70100,59700.0,62600.0,84400.0,0.69,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Drafting_%26_Design/Salary,651,True
651,4254,Bachelors,Plant Sciences,48000,70100,57300.0,69800.0,73400.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Plant_Sciences/Salary,651,True
652,4255,Bachelors,Criminal Justice,42800,69800,54900.0,67100.0,76500.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Criminal_Justice/Salary,653,True
653,4256,Bachelors,Web Design,49900,69800,68500.0,69800.0,,0.25,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Web_Design/Salary,653,True
654,4257,Bachelors,Graphic Design,45100,69700,57900.0,68500.0,73700.0,0.37,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Graphic_Design/Salary,655,False
655,4258,Bachelors,Nutrition,48100,69600,60600.0,67700.0,71300.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nutrition/Salary,656,True
656,4259,Bachelors,Nutrition & Dietetics,50800,69600,61300.0,68200.0,71400.0,0.72,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nutrition_%26_Dietetics/Salary,656,True
657,4260,Bachelors,Missions,41300,69500,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Missions/Salary,658,False
658,4262,Bachelors,Dramatic Art,41400,69400,,66300.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Dramatic_Art/Salary,659,False
659,4273,Bachelors,Fashion Marketing & Management,47700,69100,61400.0,67600.0,74800.0,0.3,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Fashion_Marketing_%26_Management/Salary,660,False
660,4263,Bachelors,Interdisciplinary Studies (IS),44600,68900,57900.0,67500.0,73300.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Interdisciplinary_Studies_(IS)/Salary,661,False
661,4264,Bachelors,Hospitality & Tourism,44200,68800,57600.0,65400.0,80700.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Hospitality_%26_Tourism/Salary,662,True
662,4265,Bachelors,Human Ecology,42100,68800,59200.0,68400.0,75100.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Human_Ecology/Salary,662,True
663,4266,Bachelors,Ornamental Horticulture,46000,68800,46800.0,62700.0,77100.0,0.69,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Ornamental_Horticulture/Salary,662,True
664,4267,Bachelors,Physical Therapist Assistant Studies,49900,68800,60100.0,,68800.0,0.85,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physical_Therapist_Assistant_Studies/Salary,662,True
665,4268,Bachelors,Public Health (PH),46000,68800,58500.0,67100.0,75700.0,0.69,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Public_Health_(PH)/Salary,662,True
666,4269,Bachelors,Art Therapy,41100,68600,42200.0,,,0.8,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Art_Therapy/Salary,667,True
667,4270,Bachelors,Dietetics,51300,68600,60600.0,64400.0,72600.0,0.74,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Dietetics/Salary,667,True
668,4271,Bachelors,Landscape Management,52300,68600,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Landscape_Management/Salary,667,True
669,4272,Bachelors,Applied Sociology,42200,68500,54500.0,,,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Sociology/Salary,670,True
